species,decimalLatitude,decimalLongitude,year
Ariolimax buttoni,39.24525,-123.778691,2022
Ariolimax buttoni,38.542617,-123.004517,2022
Ariolimax buttoni,38.411742,-123.03074,2022
Ariolimax buttoni,38.409747,-123.024947,2022
Ariolimax buttoni,38.410766,-123.030897,2022
Ariolimax buttoni,39.33165,-123.757753,2022
Ariolimax buttoni,38.034042,-122.725913,2022
Ariolimax buttoni,39.726831,-123.504878,2022
Ariolimax buttoni,37.892972,-122.243225,2017
Ariolimax buttoni,38.206389,-122.757775,2022
Ariolimax buttoni,37.897042,-122.574961,2022
Ariolimax buttoni,37.89702,-122.581118,2011
Ariolimax buttoni,38.584718,-122.950455,2022
Ariolimax buttoni,38.206003,-122.761692,2022
Ariolimax buttoni,38.037155,-122.722795,2022
Ariolimax buttoni,38.028832,-122.739483,2022
Ariolimax buttoni,38.564183,-123.3142,2022
Ariolimax buttoni,39.331572,-123.733467,2022
Ariolimax buttoni,38.205814,-122.758647,2022
Ariolimax buttoni,38.93895,-122.649392,2022
Ariolimax buttoni,38.000706,-122.796745,2022
Ariolimax buttoni,38.076008,-122.584013,2022
Ariolimax buttoni,38.744642,-123.495811,2022
Ariolimax buttoni,38.766858,-123.517181,2022
Ariolimax buttoni,38.064992,-122.849305,2022
Ariolimax buttoni,38.931042,-122.647063,2022
Ariolimax buttoni,38.205854,-122.759517,2022
Ariolimax buttoni,37.89776,-122.559971,2022
Ariolimax buttoni,38.205859,-122.758991,2022
Ariolimax buttoni,38.476322,-122.998537,2022
Ariolimax buttoni,38.706392,-123.42463,2022
Ariolimax buttoni,37.89888,-122.57698,2022
Ariolimax buttoni,39.340963,-123.763605,2022
Ariolimax buttoni,39.37777,-123.813538,2022
Ariolimax buttoni,37.902898,-122.568846,2022
Ariolimax buttoni,36.56222,-121.869295,2022
Ariolimax buttoni,38.5598,-122.406435,2020
Ariolimax buttoni,38.095331,-122.871157,2022
Ariolimax buttoni,37.514538,-121.82782,2022
Ariolimax buttoni,38.398983,-122.991772,2022
Ariolimax buttoni,37.933692,-122.29602,2022
Ariolimax buttoni,37.960369,-122.741692,2022
Ariolimax buttoni,37.946261,-122.757242,2022
Ariolimax buttoni,36.585442,-121.899238,2022
Ariolimax buttoni,38.205835,-122.758664,2022
Ariolimax buttoni,37.936583,-122.638127,2022
Ariolimax buttoni,37.92167,-122.622803,2022
Ariolimax buttoni,38.036536,-122.803087,2022
Ariolimax buttoni,37.832186,-122.182521,2022
Ariolimax buttoni,37.935084,-122.632022,2022
Ariolimax buttoni,39.492598,-123.790162,2022
Ariolimax buttoni,37.197581,-121.982339,2022
Ariolimax buttoni,37.809185,-122.176441,2022
Ariolimax buttoni,38.395067,-122.942262,2022
Ariolimax buttoni,39.325154,-123.765959,2022
Ariolimax buttoni,37.968313,-122.750034,2022
Ariolimax buttoni,38.205858,-122.758602,2022
Ariolimax buttoni,38.037403,-122.801995,2022
Ariolimax buttoni,37.99705,-123.01751,2022
Ariolimax buttoni,38.576138,-123.333022,2022
Ariolimax buttoni,37.996703,-123.019836,2022
Ariolimax buttoni,38.579755,-123.311516,2022
Ariolimax buttoni,37.170589,-121.979994,2022
Ariolimax buttoni,37.40361,-121.792446,2022
Ariolimax buttoni,38.537003,-123.006325,2022
Ariolimax buttoni,37.90628,-122.261597,2020
Ariolimax buttoni,37.882789,-122.223622,2022
Ariolimax buttoni,37.996667,-123.019975,2022
Ariolimax buttoni,38.5747,-123.320913,2022
Ariolimax buttoni,37.99705,-123.01751,2022
Ariolimax buttoni,38.537003,-123.006325,2022
Ariolimax buttoni,38.540083,-123.000507,2022
Ariolimax buttoni,37.816795,-122.179947,2022
Ariolimax buttoni,38.58805,-123.320739,2022
Ariolimax buttoni,38.150737,-122.907454,2022
Ariolimax buttoni,40.173121,-121.555697,2022
Ariolimax buttoni,38.570453,-123.318297,2022
Ariolimax buttoni,38.451778,-123.002931,2022
Ariolimax buttoni,38.571853,-123.317513,2022
Ariolimax buttoni,37.988106,-122.800774,2022
Ariolimax buttoni,37.893162,-122.572729,2022
Ariolimax buttoni,38.033937,-122.802133,2022
Ariolimax buttoni,37.083008,-121.796592,2022
Ariolimax buttoni,37.775127,-122.419403,2021
Ariolimax buttoni,37.996633,-122.802082,2022
Ariolimax buttoni,38.005018,-122.79663,2022
Ariolimax buttoni,38.407903,-123.027397,2022
Ariolimax buttoni,37.996903,-123.018844,2022
Ariolimax buttoni,38.005113,-122.796419,2022
Ariolimax buttoni,39.788932,-121.704257,2011
Ariolimax buttoni,37.925839,-122.674128,2017
Ariolimax buttoni,38.590672,-123.322587,2022
Ariolimax buttoni,37.998047,-123.012183,2022
Ariolimax buttoni,37.996912,-123.018355,2022
Ariolimax buttoni,37.988683,-122.803347,2022
Ariolimax buttoni,38.455925,-123.008867,2022
Ariolimax buttoni,38.033269,-122.802605,2022
Ariolimax buttoni,37.997557,-122.800099,2022
Ariolimax buttoni,37.997269,-123.018379,2022
Ariolimax buttoni,38.570647,-123.318286,2022
Ariolimax buttoni,38.570595,-123.318122,2022
Ariolimax buttoni,37.988957,-122.797501,2022
Ariolimax buttoni,37.997574,-122.758054,2022
Ariolimax buttoni,37.080731,-121.802887,2022
Ariolimax buttoni,38.531155,-122.649963,2022
Ariolimax buttoni,38.57082,-123.317672,2022
Ariolimax buttoni,38.573036,-123.297181,2022
Ariolimax buttoni,37.080892,-121.801597,2022
Ariolimax buttoni,37.988525,-122.803492,2022
Ariolimax buttoni,37.993066,-122.797357,2022
Ariolimax buttoni,38.03286,-122.802448,2022
Ariolimax buttoni,38.035159,-122.801233,2022
Ariolimax buttoni,37.902462,-122.629738,2022
Ariolimax buttoni,39.976105,-121.638491,2020
Ariolimax buttoni,38.052742,-122.83657,2022
Ariolimax buttoni,38.04427,-122.830313,2022
Ariolimax buttoni,38.049111,-122.833763,2022
Ariolimax buttoni,38.39946,-122.992339,2022
Ariolimax buttoni,36.555787,-121.85598,2022
Ariolimax buttoni,39.276625,-123.749977,2022
Ariolimax buttoni,39.479436,-123.781818,2022
Ariolimax buttoni,38.419277,-122.956565,2022
Ariolimax buttoni,38.379733,-122.971917,2022
Ariolimax buttoni,39.275489,-123.768508,2022
Ariolimax buttoni,37.892886,-122.242944,2022
Ariolimax buttoni,39.276808,-123.780424,2022
Ariolimax buttoni,37.084381,-121.794814,2022
Ariolimax buttoni,37.085516,-121.802399,2022
Ariolimax buttoni,37.93158,-122.679588,2022
Ariolimax buttoni,37.910438,-122.26432,2022
Ariolimax buttoni,37.786659,-122.496146,2022
Ariolimax buttoni,39.261012,-121.056481,2022
Ariolimax buttoni,38.399619,-122.990005,2022
Ariolimax buttoni,37.893754,-122.574581,2022
Ariolimax buttoni,37.916805,-122.582537,2018
Ariolimax buttoni,38.540875,-123.002997,2022
Ariolimax buttoni,38.040962,-122.796155,2022
Ariolimax buttoni,38.399681,-122.992003,2022
Ariolimax buttoni,37.872933,-122.238836,2022
Ariolimax buttoni,37.897546,-122.576012,2022
Ariolimax buttoni,39.248619,-123.779885,2022
Ariolimax buttoni,39.373313,-123.809928,2022
Ariolimax buttoni,37.873122,-122.238992,2022
Ariolimax buttoni,37.873295,-122.238862,2022
Ariolimax buttoni,39.399364,-123.712875,2022
Ariolimax buttoni,38.04654,-122.831274,2022
Ariolimax buttoni,38.048444,-122.869423,2022
Ariolimax buttoni,38.02084,-122.655057,2022
Ariolimax buttoni,38.27515,-122.240303,2022
Ariolimax buttoni,37.87325,-122.238875,2022
Ariolimax buttoni,38.650417,-123.366538,2022
Ariolimax buttoni,38.354763,-123.001892,2022
Ariolimax buttoni,37.997021,-123.0152,2022
Ariolimax buttoni,38.399065,-122.988386,2022
Ariolimax buttoni,38.596078,-123.323647,2022
Ariolimax buttoni,40.1886,-121.531687,2022
Ariolimax buttoni,39.30862,-122.927812,2022
Ariolimax buttoni,37.997201,-123.007285,2017
Ariolimax buttoni,37.894713,-122.615546,2019
Ariolimax buttoni,38.036489,-122.825592,2018
Ariolimax buttoni,38.002936,-122.708681,2021
Ariolimax buttoni,37.89275,-122.572563,2022
Ariolimax buttoni,38.056495,-122.618697,2019
Ariolimax buttoni,37.891533,-122.569588,2022
Ariolimax buttoni,37.996651,-122.802157,2022
Ariolimax buttoni,39.276262,-123.76577,2022
Ariolimax buttoni,39.481803,-121.228653,2022
Ariolimax buttoni,37.898854,-122.5769,2022
Ariolimax buttoni,37.997248,-122.801837,2022
Ariolimax buttoni,37.920918,-122.555372,2021
Ariolimax buttoni,37.951415,-122.75597,2018
Ariolimax buttoni,38.036878,-122.80693,2022
Ariolimax buttoni,37.960773,-122.724646,2017
Ariolimax buttoni,38.014469,-122.731345,2020
Ariolimax buttoni,38.020456,-122.661111,2018
Ariolimax buttoni,37.895504,-122.581184,2021
Ariolimax buttoni,37.898522,-122.61158,2020
Ariolimax buttoni,38.010228,-122.719589,2021
Ariolimax buttoni,38.00245,-122.797319,2022
Ariolimax buttoni,37.923326,-122.291814,2022
Ariolimax buttoni,37.826294,-122.49965,2019
Ariolimax buttoni,37.89703,-122.573442,2018
Ariolimax buttoni,37.930968,-122.550321,2022
Ariolimax buttoni,37.911705,-122.607688,2022
Ariolimax buttoni,37.91209,-122.581749,2022
Ariolimax buttoni,38.054731,-122.865397,2015
Ariolimax buttoni,38.092806,-122.88605,2016
Ariolimax buttoni,37.935201,-122.737115,2019
Ariolimax buttoni,37.931674,-122.680013,2017
Ariolimax buttoni,37.881492,-122.574255,2022
Ariolimax buttoni,38.019427,-122.730331,2011
Ariolimax buttoni,38.043676,-122.863884,2016
Ariolimax buttoni,38.059378,-122.841471,2016
Ariolimax buttoni,38.014846,-122.725412,2022
Ariolimax buttoni,38.024314,-122.799317,2019
Ariolimax buttoni,38.082927,-122.871522,2017
Ariolimax buttoni,38.015057,-122.731703,2020
Ariolimax buttoni,38.051472,-122.836013,2022
Ariolimax buttoni,38.42371,-123.066957,2022
Ariolimax buttoni,38.03277,-122.802345,2022
Ariolimax buttoni,37.904297,-122.579313,2022
Ariolimax buttoni,38.046454,-122.878834,2018
Ariolimax buttoni,38.020467,-122.659606,2022
Ariolimax buttoni,37.929445,-122.53885,2018
Ariolimax buttoni,37.995684,-123.023006,2021
Ariolimax buttoni,38.050433,-122.881187,2021
Ariolimax buttoni,37.894347,-122.574745,2022
Ariolimax buttoni,37.072784,-122.080223,2022
Ariolimax buttoni,38.009436,-122.708866,2020
Ariolimax buttoni,37.892395,-122.613487,2020
Ariolimax buttoni,38.250225,-122.964387,2022
Ariolimax buttoni,37.962715,-122.754305,2018
Ariolimax buttoni,38.035022,-122.881875,2022
Ariolimax buttoni,37.938124,-122.738482,2019
Ariolimax buttoni,37.897025,-122.63449,2022
Ariolimax buttoni,38.011178,-122.680787,2020
Ariolimax buttoni,38.037206,-122.807153,2022
Ariolimax buttoni,38.029533,-122.673155,2019
Ariolimax buttoni,37.992413,-122.513817,2020
Ariolimax buttoni,38.041146,-122.799074,2019
Ariolimax buttoni,38.028136,-122.733444,2019
Ariolimax buttoni,37.9399,-122.617158,2022
Ariolimax buttoni,38.074749,-122.851333,2019
Ariolimax buttoni,37.931472,-122.54374,2018
Ariolimax buttoni,38.036807,-122.8023,2022
Ariolimax buttoni,37.932289,-122.679588,2017
Ariolimax buttoni,38.042591,-122.876346,2017
Ariolimax buttoni,38.043211,-122.803005,2016
Ariolimax buttoni,38.018617,-122.732545,2019
Ariolimax buttoni,37.89757,-122.575201,2022
Ariolimax buttoni,37.898652,-122.579375,2022
Ariolimax buttoni,38.022113,-122.799521,2017
Ariolimax buttoni,38.040656,-122.87693,2017
Ariolimax buttoni,38.088781,-122.862512,2017
Ariolimax buttoni,38.070695,-122.856255,2019
Ariolimax buttoni,37.948197,-122.573447,2019
Ariolimax buttoni,38.040532,-122.876762,2019
Ariolimax buttoni,37.899448,-122.601815,2018
Ariolimax buttoni,37.895504,-122.581184,2022
Ariolimax buttoni,37.9017,-122.587455,2021
Ariolimax buttoni,37.936969,-122.67056,2014
Ariolimax buttoni,38.077167,-122.852128,2018
Ariolimax buttoni,38.005736,-122.796659,2018
Ariolimax buttoni,38.019472,-122.734339,2019
Ariolimax buttoni,38.041829,-122.825178,2022
Ariolimax buttoni,37.89797,-122.57698,2022
Ariolimax buttoni,37.905933,-122.610725,2022
Ariolimax buttoni,38.043983,-122.875022,2018
Ariolimax buttoni,38.020079,-122.66027,2022
Ariolimax buttoni,37.830905,-122.508938,2020
Ariolimax buttoni,37.9915,-122.716393,2021
Ariolimax buttoni,38.041497,-122.798042,2022
Ariolimax buttoni,38.046758,-122.806753,2017
Ariolimax buttoni,38.068729,-122.851396,2017
Ariolimax buttoni,37.886712,-122.625992,2021
Ariolimax buttoni,38.043857,-122.804483,2017
Ariolimax buttoni,37.995369,-122.802521,2022
Ariolimax buttoni,37.91352,-122.614022,2022
Ariolimax buttoni,38.002258,-122.668358,2021
Ariolimax buttoni,38.059017,-122.852487,2022
Ariolimax buttoni,37.913643,-122.614259,2022
Ariolimax buttoni,38.045228,-122.857023,2020
Ariolimax buttoni,38.008889,-122.606278,2020
Ariolimax buttoni,37.952458,-122.77365,2020
Ariolimax buttoni,37.900567,-122.58397,2022
Ariolimax buttoni,38.113553,-122.870338,2022
Ariolimax buttoni,37.89674,-122.580594,2022
Ariolimax buttoni,37.952587,-122.766962,2022
Ariolimax buttoni,38.95473,-123.73562,2022
Ariolimax buttoni,37.897737,-122.557122,2016
Ariolimax buttoni,37.07925,-121.802812,2022
Ariolimax buttoni,38.398544,-122.99249,2022
Ariolimax buttoni,39.352833,-123.790992,2022
Ariolimax buttoni,38.535537,-123.00626,2022
Ariolimax buttoni,38.034691,-122.802002,2022
Ariolimax buttoni,38.769431,-123.511824,2022
Ariolimax buttoni,37.598688,-121.938705,2022
Ariolimax buttoni,39.511197,-123.75598,2022
Ariolimax buttoni,37.914425,-122.613388,2022
Ariolimax buttoni,37.93345,-122.63588,2022
Ariolimax buttoni,38.398749,-122.992876,2022
Ariolimax buttoni,39.054965,-120.572135,2022
Ariolimax buttoni,39.306648,-120.669256,2022
Ariolimax buttoni,39.323322,-123.70597,2022
Ariolimax buttoni,38.399338,-122.992734,2022
Ariolimax buttoni,39.332305,-123.809232,2022
Ariolimax buttoni,39.276937,-123.777603,2022
Ariolimax buttoni,39.858422,-121.566488,2022
Ariolimax buttoni,39.271228,-123.731942,2022
Ariolimax buttoni,38.71687,-120.552253,2022
Ariolimax buttoni,38.371147,-122.967636,2022
Ariolimax buttoni,40.248704,-123.297129,2022
Ariolimax buttoni,38.707642,-123.427182,2022
Ariolimax buttoni,39.72047,-123.801422,2017
Ariolimax buttoni,37.875504,-122.582237,2022
Ariolimax buttoni,38.537067,-123.005714,2022
Ariolimax buttoni,39.276708,-123.787664,2022
Ariolimax buttoni,39.320374,-120.653787,2022
Ariolimax buttoni,39.356137,-123.754312,2022
Ariolimax buttoni,37.081781,-121.798813,2022
Ariolimax buttoni,39.26975,-123.732178,2022
Ariolimax buttoni,39.320374,-120.653787,2022
Ariolimax buttoni,38.768759,-123.513355,2022
Ariolimax buttoni,39.332322,-123.762742,2022
Ariolimax buttoni,38.046179,-122.830595,2022
Ariolimax buttoni,38.244859,-120.239341,2022
Ariolimax buttoni,39.35897,-123.815545,2022
Ariolimax buttoni,37.08596,-121.792726,2022
Ariolimax buttoni,39.426862,-123.62912,2021
Ariolimax buttoni,37.08596,-121.792726,2022
Ariolimax buttoni,38.461901,-123.150362,2022
Ariolimax buttoni,38.522178,-123.085503,2021
Ariolimax buttoni,37.895391,-122.248383,2022
Ariolimax buttoni,39.276938,-123.784217,2022
Ariolimax buttoni,39.740945,-123.62963,2022
Ariolimax buttoni,37.902898,-122.568846,2022
Ariolimax buttoni,39.404728,-123.708612,2020
Ariolimax buttoni,39.328542,-123.762164,2022
Ariolimax buttoni,38.769322,-123.510987,2022
Ariolimax buttoni,39.357741,-123.81237,2020
Ariolimax buttoni,37.893829,-122.573029,2022
Ariolimax buttoni,37.892986,-122.572335,2022
Ariolimax buttoni,39.330494,-123.802271,2022
Ariolimax buttoni,38.001761,-122.769108,2022
Ariolimax buttoni,38.072075,-122.917428,2022
Ariolimax buttoni,39.331604,-123.761485,2022
Ariolimax buttoni,39.339692,-123.728072,2022
Ariolimax buttoni,37.855314,-122.206183,2022
Ariolimax buttoni,39.37478,-123.811756,2022
Ariolimax buttoni,38.001832,-122.76905,2022
Ariolimax buttoni,39.330993,-123.762216,2022
Ariolimax buttoni,39.597938,-120.797214,2022
Ariolimax buttoni,37.892409,-122.570102,2022
Ariolimax buttoni,37.798375,-122.159325,2022
Ariolimax buttoni,39.073329,-123.435568,2022
Ariolimax buttoni,37.191422,-119.261637,2022
Ariolimax buttoni,37.974728,-122.700403,2022
Ariolimax buttoni,38.591603,-123.331275,2022
Ariolimax buttoni,39.235455,-123.39618,2022
Ariolimax buttoni,38.440261,-122.524894,2022
Ariolimax buttoni,38.003989,-122.699172,2022
Ariolimax buttoni,37.863612,-122.43195,2022
Ariolimax buttoni,38.025183,-122.729163,2022
Ariolimax buttoni,38.693347,-123.428475,2022
Ariolimax buttoni,37.903413,-122.615825,2022
Ariolimax buttoni,38.036197,-122.803353,2022
Ariolimax buttoni,39.279151,-123.785243,2005
Ariolimax buttoni,38.034297,-122.801911,2022
Ariolimax buttoni,37.934991,-122.636941,2022
Ariolimax buttoni,38.091814,-122.872158,2022
Ariolimax buttoni,37.935737,-122.630377,2022
Ariolimax buttoni,39.259089,-121.034361,2020
Ariolimax buttoni,37.935054,-122.636999,2022
Ariolimax buttoni,38.042295,-122.87652,2022
Ariolimax buttoni,38.032908,-122.721855,2022
Ariolimax buttoni,37.93498,-122.636929,2022
Ariolimax buttoni,37.911378,-122.571702,2022
Ariolimax buttoni,38.404086,-122.5004,2022
Ariolimax buttoni,37.829363,-122.524467,2022
Ariolimax buttoni,37.902317,-122.262437,2022
Ariolimax buttoni,38.257282,-122.226678,2022
Ariolimax buttoni,38.405612,-123.015922,2022
Ariolimax buttoni,38.537003,-123.006325,2022
Ariolimax buttoni,39.315422,-123.702172,2021
Ariolimax buttoni,38.089958,-122.875922,2022
Ariolimax buttoni,37.994732,-122.804511,2022
Ariolimax buttoni,38.030321,-122.872535,2022
Ariolimax buttoni,38.434078,-122.511481,2022
Ariolimax buttoni,38.434183,-122.511259,2022
Ariolimax buttoni,37.892762,-122.572514,2022
Ariolimax buttoni,37.797724,-122.159946,2022
Ariolimax buttoni,37.946397,-122.623069,2022
Ariolimax buttoni,37.765589,-122.439441,2022
Ariolimax buttoni,38.061114,-122.853388,2022
Ariolimax buttoni,39.321112,-120.65448,2022
Ariolimax buttoni,37.869228,-122.528145,2022
Ariolimax buttoni,38.438256,-122.519259,2022
Ariolimax buttoni,39.169208,-123.642945,2022
Ariolimax buttoni,38.491803,-123.06675,2021
Ariolimax buttoni,38.688338,-123.420892,2019
Ariolimax buttoni,38.091045,-122.849045,2022
Ariolimax buttoni,38.577793,-123.314624,2022
Ariolimax buttoni,37.903613,-122.625431,2022
Ariolimax buttoni,39.274072,-123.78032,2022
Ariolimax buttoni,37.170456,-121.980103,2022
Ariolimax buttoni,38.564072,-123.313987,2022
Ariolimax buttoni,38.338362,-122.597192,2022
Ariolimax buttoni,37.18465,-121.979972,2022
Ariolimax buttoni,37.931178,-122.736137,2018
Ariolimax buttoni,37.814788,-122.181045,2022
Ariolimax buttoni,37.966932,-122.268314,2022
Ariolimax buttoni,38.36948,-122.502883,2022
Ariolimax buttoni,37.084497,-121.792765,2022
Ariolimax buttoni,37.186194,-121.97895,2022
Ariolimax buttoni,37.959095,-122.7856,2022
Ariolimax buttoni,37.89338,-122.548072,2022
Ariolimax buttoni,38.053478,-122.837093,2022
Ariolimax buttoni,36.950767,-121.846397,2022
Ariolimax buttoni,38.414233,-122.95678,2022
Ariolimax buttoni,37.900928,-122.583283,2022
Ariolimax buttoni,37.896347,-122.5644,2022
Ariolimax buttoni,39.488147,-123.773567,2022
Ariolimax buttoni,37.863989,-122.526011,2022
Ariolimax buttoni,37.915781,-122.541333,2022
Ariolimax buttoni,38.415182,-123.028237,2022
Ariolimax buttoni,38.392905,-122.934517,2022
Ariolimax buttoni,37.90732,-122.558167,2022
Ariolimax buttoni,38.407087,-122.919722,2016
Ariolimax buttoni,38.045464,-122.877808,2022
Ariolimax buttoni,39.179913,-123.649383,2021
Ariolimax buttoni,37.967659,-122.268065,2022
Ariolimax buttoni,38.339222,-122.598401,2022
Ariolimax buttoni,37.9147,-122.084703,2022
Ariolimax buttoni,36.564697,-121.871383,2022
Ariolimax buttoni,38.723083,-120.780136,2021
Ariolimax buttoni,37.91415,-122.621567,2022
Ariolimax buttoni,38.731649,-123.462831,2022
Ariolimax buttoni,38.128443,-122.888208,2022
Ariolimax buttoni,37.935598,-122.729132,2018
Ariolimax buttoni,38.025304,-122.852473,2022
Ariolimax buttoni,37.882471,-122.226823,2022
Ariolimax buttoni,37.900441,-122.585919,2022
Ariolimax buttoni,37.893353,-122.573067,2019
Ariolimax buttoni,37.83085,-122.524419,2019
Ariolimax buttoni,38.041042,-122.87648,2022
Ariolimax buttoni,38.054203,-122.837647,2022
Ariolimax buttoni,38.045283,-122.82962,2022
Ariolimax buttoni,38.017845,-122.730103,2022
Ariolimax buttoni,38.016528,-122.731758,2022
Ariolimax buttoni,38.0181,-122.728613,2022
Ariolimax buttoni,38.041622,-122.798505,2022
Ariolimax buttoni,38.039228,-122.794862,2022
Ariolimax buttoni,38.371628,-122.495003,2022
Ariolimax buttoni,38.374078,-122.493697,2022
Ariolimax buttoni,38.043628,-122.790639,2022
Ariolimax buttoni,38.036627,-122.808181,2022
Ariolimax buttoni,39.977163,-121.669388,2022
Ariolimax buttoni,37.915566,-122.58366,2021
Ariolimax buttoni,37.940601,-122.760377,2022
Ariolimax buttoni,38.036747,-122.80258,2022
Ariolimax buttoni,38.052361,-122.836026,2022
Ariolimax buttoni,37.90298,-122.604333,2022
Ariolimax buttoni,37.802291,-122.171828,2020
Ariolimax buttoni,37.987468,-122.800213,2022
Ariolimax buttoni,37.904025,-122.604029,2022
Ariolimax buttoni,38.046903,-122.874908,2022
Ariolimax buttoni,38.484713,-123.054663,2022
Ariolimax buttoni,38.374803,-122.492495,2022
Ariolimax buttoni,38.000603,-122.70912,2021
Ariolimax buttoni,39.057904,-123.4417,2022
Ariolimax buttoni,36.56128,-121.87548,2021
Ariolimax buttoni,38.013011,-122.669778,2022
Ariolimax buttoni,39.260674,-121.033728,2021
Ariolimax buttoni,36.56298,-121.861412,2021
Ariolimax buttoni,38.052843,-122.836692,2022
Ariolimax buttoni,38.020844,-122.655057,2022
Ariolimax buttoni,38.398434,-122.990716,2021
Ariolimax buttoni,38.036542,-122.804505,2022
Ariolimax buttoni,37.954392,-122.783051,2022
Ariolimax buttoni,38.74415,-123.494632,2021
Ariolimax buttoni,36.561305,-121.875022,2021
Ariolimax buttoni,38.578208,-123.136222,2021
Ariolimax buttoni,38.016706,-122.722612,2021
Ariolimax buttoni,38.264014,-122.233789,2021
Ariolimax buttoni,38.002956,-122.768097,2021
Ariolimax buttoni,38.061306,-122.856347,2021
Ariolimax buttoni,38.002125,-122.769753,2021
