species,decimalLatitude,decimalLongitude,year
Ariolimax columbianus,40.736936,-124.173794,2022
Ariolimax columbianus,40.753039,-124.145618,2022
Ariolimax columbianus,48.936355,-123.586342,2022
Ariolimax columbianus,41.309353,-124.02334,2019
Ariolimax columbianus,41.207355,-123.996559,2022
Ariolimax columbianus,43.473203,-123.479618,2022
Ariolimax columbianus,47.665958,-122.42228,2022
Ariolimax columbianus,49.279371,-122.896289,2021
Ariolimax columbianus,40.684276,-124.2094,2022
Ariolimax columbianus,41.381718,-123.99472,2022
Ariolimax columbianus,41.402608,-124.061683,2021
Ariolimax columbianus,44.28272,-124.106042,2021
Ariolimax columbianus,40.877578,-124.076108,2019
Ariolimax columbianus,40.691895,-124.14035,2022
Ariolimax columbianus,41.393441,-124.014731,2022
Ariolimax columbianus,41.211672,-124.003999,2021
Ariolimax columbianus,41.372093,-124.005531,2022
Ariolimax columbianus,40.776116,-124.147728,2022
Ariolimax columbianus,40.941956,-124.127113,2022
Ariolimax columbianus,41.207405,-123.996468,2022
Ariolimax columbianus,41.319942,-124.048217,2020
Ariolimax columbianus,47.868217,-121.671805,2020
Ariolimax columbianus,41.288516,-124.028205,2020
Ariolimax columbianus,49.154028,-125.42228,2022
Ariolimax columbianus,45.270195,-123.647133,2022
Ariolimax columbianus,41.35508,-124.0328,2018
Ariolimax columbianus,47.439096,-121.775434,2022
Ariolimax columbianus,41.789772,-124.084197,2022
Ariolimax columbianus,41.81102,-124.091132,2021
Ariolimax columbianus,41.265597,-124.026389,2019
Ariolimax columbianus,41.374046,-124.037272,2022
Ariolimax columbianus,48.057811,-122.594047,2022
Ariolimax columbianus,41.209343,-124.009509,2020
Ariolimax columbianus,41.36853,-124.014481,2022
Ariolimax columbianus,48.744163,-124.928292,2022
Ariolimax columbianus,41.293147,-124.033544,2022
Ariolimax columbianus,48.478644,-123.545459,2022
Ariolimax columbianus,48.15895,-121.615067,2022
Ariolimax columbianus,48.683513,-123.418412,2022
Ariolimax columbianus,49.355381,-123.007911,2022
Ariolimax columbianus,45.713687,-122.917712,2019
Ariolimax columbianus,40.87632,-124.071419,2022
Ariolimax columbianus,49.187145,-125.082535,2022
Ariolimax columbianus,48.366372,-123.532304,2017
Ariolimax columbianus,43.395742,-123.369928,2022
Ariolimax columbianus,49.312734,-122.924788,2022
Ariolimax columbianus,49.773061,-125.982636,2021
Ariolimax columbianus,40.877963,-124.076956,2022
Ariolimax columbianus,44.009394,-124.134278,2022
Ariolimax columbianus,48.659897,-124.701028,2022
Ariolimax columbianus,47.027922,-122.887216,2022
Ariolimax columbianus,48.552833,-123.007479,2022
Ariolimax columbianus,49.109743,-125.873851,2007
Ariolimax columbianus,48.386529,-123.514751,2010
Ariolimax columbianus,48.89263,-123.558783,2022
Ariolimax columbianus,40.870288,-124.069083,2021
Ariolimax columbianus,49.86373,-124.451522,2022
Ariolimax columbianus,48.541553,-123.498614,2020
Ariolimax columbianus,49.38084,-122.64179,2021
Ariolimax columbianus,48.135967,-122.769683,2022
Ariolimax columbianus,43.084743,-123.304745,2022
Ariolimax columbianus,48.537496,-123.500538,2020
Ariolimax columbianus,48.841632,-123.697309,2022
Ariolimax columbianus,48.765716,-123.642548,2022
Ariolimax columbianus,40.878556,-124.074358,2022
Ariolimax columbianus,49.186459,-125.078674,2022
Ariolimax columbianus,44.506263,-123.542175,2022
Ariolimax columbianus,40.87363,-124.079789,2022
Ariolimax columbianus,49.18676,-125.083023,2022
Ariolimax columbianus,42.498639,-124.195613,2022
Ariolimax columbianus,49.064622,-123.797042,2022
Ariolimax columbianus,45.500589,-122.699685,2022
Ariolimax columbianus,49.343272,-123.11689,2022
Ariolimax columbianus,45.574653,-122.127647,2022
Ariolimax columbianus,48.41552,-124.018708,2022
Ariolimax columbianus,47.744613,-122.197986,2022
Ariolimax columbianus,49.187179,-125.082674,2022
Ariolimax columbianus,49.187179,-125.082674,2022
Ariolimax columbianus,44.063193,-124.107145,2022
Ariolimax columbianus,50.7496,-126.493258,2018
Ariolimax columbianus,49.514788,-123.913467,2022
Ariolimax columbianus,49.18898,-125.074104,2022
Ariolimax columbianus,49.117306,-125.504573,2022
Ariolimax columbianus,49.274538,-122.922029,2022
Ariolimax columbianus,44.566422,-123.300645,2022
Ariolimax columbianus,49.236672,-124.096955,2022
Ariolimax columbianus,54.25048,-133.068267,2022
Ariolimax columbianus,49.276087,-122.918617,2022
Ariolimax columbianus,48.808299,-125.13833,2022
Ariolimax columbianus,47.481429,-122.359615,2022
Ariolimax columbianus,45.521592,-122.719222,2016
Ariolimax columbianus,40.876544,-124.072532,2022
Ariolimax columbianus,40.879228,-124.077042,2022
Ariolimax columbianus,40.877651,-124.075521,2022
Ariolimax columbianus,40.878406,-124.079476,2022
Ariolimax columbianus,45.015788,-124.001752,2022
Ariolimax columbianus,45.546955,-122.743125,2022
Ariolimax columbianus,40.656228,-124.101044,2020
Ariolimax columbianus,45.546958,-122.743347,2022
Ariolimax columbianus,47.586103,-122.558738,2022
Ariolimax columbianus,46.327745,-124.02668,2022
Ariolimax columbianus,48.815345,-125.12308,2022
Ariolimax columbianus,47.516026,-123.331085,2021
Ariolimax columbianus,40.947853,-123.617188,2022
Ariolimax columbianus,49.242128,-124.130997,2022
Ariolimax columbianus,44.943175,-124.012925,2022
Ariolimax columbianus,49.25093,-123.199387,2022
Ariolimax columbianus,46.327958,-124.026328,2022
Ariolimax columbianus,48.551928,-123.011041,2022
Ariolimax columbianus,40.442895,-123.986267,2022
Ariolimax columbianus,40.878288,-124.076869,2022
Ariolimax columbianus,41.145437,-124.140151,2022
Ariolimax columbianus,48.548452,-123.012259,2022
Ariolimax columbianus,41.064344,-124.146149,2022
Ariolimax columbianus,40.874843,-124.050429,2022
Ariolimax columbianus,41.834262,-122.66433,2022
Ariolimax columbianus,46.916303,-122.911592,2022
Ariolimax columbianus,47.663199,-121.286381,2022
Ariolimax columbianus,40.889264,-124.073279,2022
Ariolimax columbianus,40.877868,-124.060603,2022
Ariolimax columbianus,40.877414,-124.073462,2022
Ariolimax columbianus,43.949262,-123.901241,2022
Ariolimax columbianus,41.740604,-124.164272,2020
Ariolimax columbianus,40.877687,-124.0764,2022
Ariolimax columbianus,40.840847,-123.894826,2022
Ariolimax columbianus,40.877198,-124.07514,2022
Ariolimax columbianus,40.877483,-124.061417,2022
Ariolimax columbianus,40.877522,-124.070542,2022
Ariolimax columbianus,49.358376,-123.112839,2022
Ariolimax columbianus,40.87702,-124.071958,2022
Ariolimax columbianus,48.54765,-123.012031,2022
Ariolimax columbianus,43.848416,-122.65713,2022
Ariolimax columbianus,41.139717,-124.149348,2022
Ariolimax columbianus,48.365351,-123.599878,2022
Ariolimax columbianus,46.324022,-124.027212,2022
Ariolimax columbianus,40.871135,-124.068284,2022
Ariolimax columbianus,40.700901,-124.200176,2022
Ariolimax columbianus,42.918095,-123.655188,2022
Ariolimax columbianus,49.198067,-121.751725,2022
Ariolimax columbianus,48.363774,-123.600149,2022
Ariolimax columbianus,40.870819,-124.071391,2022
Ariolimax columbianus,45.569212,-123.237766,2022
Ariolimax columbianus,41.310688,-124.058434,2022
Ariolimax columbianus,49.156954,-122.508331,2022
Ariolimax columbianus,46.32334,-124.028521,2022
Ariolimax columbianus,46.31644,-124.036336,2022
Ariolimax columbianus,45.080314,-122.040236,2022
Ariolimax columbianus,43.306178,-124.400803,2022
Ariolimax columbianus,41.739687,-124.184547,2022
Ariolimax columbianus,48.861581,-123.356241,2022
Ariolimax columbianus,41.800947,-124.071941,2022
Ariolimax columbianus,41.739955,-124.184525,2022
Ariolimax columbianus,49.033226,-122.745003,2022
Ariolimax columbianus,48.447052,-123.555069,2022
Ariolimax columbianus,41.130833,-124.154878,2022
Ariolimax columbianus,40.870983,-124.071462,2022
Ariolimax columbianus,46.327871,-124.02631,2022
Ariolimax columbianus,46.134871,-123.880589,2008
Ariolimax columbianus,48.363961,-123.599767,2022
Ariolimax columbianus,46.322967,-124.031611,2022
Ariolimax columbianus,48.549222,-123.009597,2022
Ariolimax columbianus,48.662379,-123.444019,2022
Ariolimax columbianus,46.426967,-123.010753,2017
Ariolimax columbianus,41.058502,-124.144351,2022
Ariolimax columbianus,49.243593,-122.933661,2022
Ariolimax columbianus,45.436571,-122.683789,2022
Ariolimax columbianus,47.697247,-122.049846,2022
Ariolimax columbianus,49.354224,-123.112462,2022
Ariolimax columbianus,47.390619,-122.450327,2022
Ariolimax columbianus,44.600397,-124.026363,2022
Ariolimax columbianus,47.474753,-122.480454,2022
Ariolimax columbianus,46.329709,-124.025662,2022
Ariolimax columbianus,49.206768,-122.487539,2022
Ariolimax columbianus,40.700444,-124.198144,2022
Ariolimax columbianus,48.483119,-124.283608,2022
Ariolimax columbianus,44.607469,-124.060981,2022
Ariolimax columbianus,48.483889,-124.28233,2022
Ariolimax columbianus,48.648708,-124.600478,2022
Ariolimax columbianus,40.87723,-124.074958,2022
Ariolimax columbianus,47.216543,-122.394831,2022
Ariolimax columbianus,47.410808,-122.159197,2022
Ariolimax columbianus,48.435192,-123.451145,2022
Ariolimax columbianus,45.050683,-123.9962,2022
Ariolimax columbianus,41.729371,-124.108218,2022
Ariolimax columbianus,48.527283,-123.456055,2022
Ariolimax columbianus,48.73237,-121.918795,2019
Ariolimax columbianus,49.157098,-125.871661,2022
Ariolimax columbianus,42.920821,-123.655647,2022
Ariolimax columbianus,43.485413,-123.50862,2022
Ariolimax columbianus,49.04073,-125.681478,2022
Ariolimax columbianus,40.699008,-124.202201,2022
Ariolimax columbianus,44.285449,-124.102996,2016
Ariolimax columbianus,45.880101,-122.807654,2022
Ariolimax columbianus,46.297873,-124.071555,2021
Ariolimax columbianus,40.699898,-124.199704,2022
Ariolimax columbianus,40.698713,-124.192925,2022
Ariolimax columbianus,48.482637,-123.549163,2022
Ariolimax columbianus,49.335217,-123.003197,2022
Ariolimax columbianus,48.483582,-124.279492,2022
Ariolimax columbianus,40.83478,-124.177208,2022
Ariolimax columbianus,43.484256,-123.503216,2022
Ariolimax columbianus,47.663462,-124.394967,2022
Ariolimax columbianus,49.040878,-125.680055,2022
Ariolimax columbianus,47.793713,-122.039108,2022
Ariolimax columbianus,47.446673,-121.703159,2022
Ariolimax columbianus,47.309514,-122.526355,2022
Ariolimax columbianus,48.493603,-123.334503,2022
Ariolimax columbianus,49.344051,-123.0028,2022
Ariolimax columbianus,47.072609,-122.711472,2022
Ariolimax columbianus,48.897138,-123.561594,2022
Ariolimax columbianus,49.245316,-122.947853,2022
Ariolimax columbianus,48.900422,-123.567632,2022
Ariolimax columbianus,47.517059,-122.035129,2022
Ariolimax columbianus,49.291498,-124.663225,2022
Ariolimax columbianus,49.290562,-124.663719,2022
Ariolimax columbianus,47.711737,-121.348312,2022
Ariolimax columbianus,49.347309,-123.005478,2022
Ariolimax columbianus,49.141022,-122.930122,2022
Ariolimax columbianus,40.878045,-124.069017,2022
Ariolimax columbianus,48.495166,-123.333523,2022
Ariolimax columbianus,49.350925,-124.433197,2022
Ariolimax columbianus,47.796794,-122.005296,2022
Ariolimax columbianus,43.985367,-123.667476,2022
Ariolimax columbianus,49.319617,-122.462288,2022
Ariolimax columbianus,49.201805,-125.086678,2022
Ariolimax columbianus,40.876412,-124.0717,2022
Ariolimax columbianus,49.351064,-124.433465,2022
Ariolimax columbianus,44.365859,-123.375164,2022
Ariolimax columbianus,53.243811,-132.147794,2022
Ariolimax columbianus,45.659778,-122.839675,2022
Ariolimax columbianus,49.23851,-122.946999,2022
Ariolimax columbianus,46.16856,-123.960734,2022
Ariolimax columbianus,44.262463,-122.298583,2020
Ariolimax columbianus,49.323563,-124.273353,2022
Ariolimax columbianus,48.896837,-123.561363,2022
Ariolimax columbianus,44.279295,-124.107222,2022
Ariolimax columbianus,49.307091,-122.927948,2022
Ariolimax columbianus,49.84859,-125.095315,2022
Ariolimax columbianus,45.660072,-122.842963,2022
Ariolimax columbianus,46.327715,-124.02672,2022
Ariolimax columbianus,46.32977,-124.025383,2022
Ariolimax columbianus,44.940133,-124.011475,2022
Ariolimax columbianus,40.877996,-124.076288,2022
Ariolimax columbianus,46.327758,-124.026689,2022
Ariolimax columbianus,44.488595,-123.54335,2022
Ariolimax columbianus,48.549376,-123.009572,2022
Ariolimax columbianus,48.898045,-123.562355,2022
Ariolimax columbianus,44.279147,-124.107047,2022
Ariolimax columbianus,44.459358,-123.46371,2022
Ariolimax columbianus,49.390832,-123.356673,2022
Ariolimax columbianus,46.328601,-124.026506,2022
Ariolimax columbianus,43.482003,-123.513955,2022
Ariolimax columbianus,45.527677,-122.729251,2022
Ariolimax columbianus,43.482524,-123.513805,2022
Ariolimax columbianus,49.186915,-125.082778,2022
Ariolimax columbianus,51.663811,-128.130295,2022
Ariolimax columbianus,40.877987,-124.076447,2022
Ariolimax columbianus,49.015579,-122.652046,2022
Ariolimax columbianus,49.206795,-122.487704,2022
Ariolimax columbianus,43.792678,-122.72898,2021
Ariolimax columbianus,45.926225,-123.968597,2022
Ariolimax columbianus,47.783535,-122.546014,2022
Ariolimax columbianus,41.0652,-124.146994,2022
Ariolimax columbianus,47.303833,-122.530595,2022
Ariolimax columbianus,46.327715,-124.02672,2022
Ariolimax columbianus,46.1784,-123.968255,2022
Ariolimax columbianus,49.014675,-122.633888,2022
Ariolimax columbianus,49.186646,-125.083145,2022
Ariolimax columbianus,40.874457,-124.075903,2022
Ariolimax columbianus,49.353083,-124.43376,2022
Ariolimax columbianus,43.480878,-123.514397,2022
Ariolimax columbianus,48.833175,-125.136017,2022
Ariolimax columbianus,49.204048,-125.084839,2022
Ariolimax columbianus,41.402675,-124.064339,2022
Ariolimax columbianus,43.481281,-123.513908,2022
Ariolimax columbianus,49.024269,-122.660934,2022
Ariolimax columbianus,49.186646,-125.083145,2022
Ariolimax columbianus,40.759967,-124.180819,2022
Ariolimax columbianus,46.182225,-123.815917,2022
Ariolimax columbianus,45.528502,-122.72444,2016
Ariolimax columbianus,51.665401,-128.131149,2022
Ariolimax columbianus,43.483534,-123.51339,2022
Ariolimax columbianus,46.992195,-123.031308,2022
Ariolimax columbianus,45.920742,-123.974962,2022
Ariolimax columbianus,40.873047,-124.073456,2022
Ariolimax columbianus,45.917855,-123.971183,2022
Ariolimax columbianus,47.438177,-122.474097,2022
Ariolimax columbianus,45.526945,-122.73008,2022
Ariolimax columbianus,50.522044,-126.531102,2022
Ariolimax columbianus,49.278812,-123.239525,2022
Ariolimax columbianus,48.407418,-122.644712,2022
Ariolimax columbianus,46.327962,-124.027182,2022
Ariolimax columbianus,48.894355,-123.55683,2022
Ariolimax columbianus,40.876883,-124.073203,2022
Ariolimax columbianus,53.578572,-131.93387,2022
Ariolimax columbianus,49.225655,-122.451569,2022
Ariolimax columbianus,49.045381,-125.684067,2022
Ariolimax columbianus,52.334919,-127.837395,2022
Ariolimax columbianus,46.327772,-124.026781,2022
Ariolimax columbianus,47.867339,-123.902529,2022
Ariolimax columbianus,49.096461,-123.735808,2022
Ariolimax columbianus,47.071126,-122.983023,2022
Ariolimax columbianus,47.071251,-122.981365,2022
Ariolimax columbianus,49.058826,-125.674223,2022
Ariolimax columbianus,46.327789,-124.027092,2022
Ariolimax columbianus,41.396775,-124.025458,2022
Ariolimax columbianus,47.094644,-123.092226,2022
Ariolimax columbianus,47.030072,-122.89032,2022
Ariolimax columbianus,52.155331,-128.119827,2022
Ariolimax columbianus,46.328076,-124.026479,2022
Ariolimax columbianus,51.664146,-128.130768,2022
Ariolimax columbianus,49.244427,-122.931086,2022
Ariolimax columbianus,43.139497,-123.648742,2022
Ariolimax columbianus,48.4955,-123.341767,2022
Ariolimax columbianus,45.214821,-123.963907,2022
Ariolimax columbianus,48.424271,-123.229945,2022
Ariolimax columbianus,48.94077,-125.571913,2022
Ariolimax columbianus,49.246606,-122.924828,2022
Ariolimax columbianus,49.112319,-123.922526,2022
Ariolimax columbianus,48.894388,-123.556778,2022
Ariolimax columbianus,48.492817,-123.33902,2022
Ariolimax columbianus,41.348595,-124.023796,2022
Ariolimax columbianus,49.375671,-123.036026,2022
Ariolimax columbianus,44.97525,-123.955338,2022
Ariolimax columbianus,46.8681,-124.047975,2022
Ariolimax columbianus,47.4382,-122.478075,2022
Ariolimax columbianus,49.254716,-123.19739,2022
Ariolimax columbianus,45.686969,-121.787763,2022
Ariolimax columbianus,52.333984,-127.83709,2022
Ariolimax columbianus,57.067914,-135.323122,2022
Ariolimax columbianus,40.879795,-124.077317,2022
Ariolimax columbianus,43.48266,-123.513832,2022
Ariolimax columbianus,47.305305,-122.523317,2022
Ariolimax columbianus,45.518986,-122.704215,2022
Ariolimax columbianus,47.654827,-122.177656,2019
Ariolimax columbianus,43.482717,-123.513879,2022
Ariolimax columbianus,48.938301,-125.564981,2022
Ariolimax columbianus,48.8942,-123.554887,2022
Ariolimax columbianus,46.327782,-124.026837,2022
Ariolimax columbianus,49.031647,-122.684687,2022
Ariolimax columbianus,46.328645,-124.026204,2022
Ariolimax columbianus,46.868514,-124.048482,2022
Ariolimax columbianus,41.163943,-124.125683,2022
Ariolimax columbianus,47.912575,-122.296692,2022
Ariolimax columbianus,48.663371,-124.816357,2022
Ariolimax columbianus,49.39653,-123.350707,2022
Ariolimax columbianus,48.432579,-123.478432,2022
Ariolimax columbianus,46.789827,-124.094329,2022
Ariolimax columbianus,47.437487,-122.475089,2022
Ariolimax columbianus,46.182095,-123.814408,2022
Ariolimax columbianus,40.873245,-124.057311,2022
Ariolimax columbianus,49.177634,-122.760335,2022
Ariolimax columbianus,48.398462,-122.638405,2022
Ariolimax columbianus,49.27723,-123.233963,2022
Ariolimax columbianus,49.111155,-123.922452,2022
Ariolimax columbianus,40.77542,-123.869153,2022
Ariolimax columbianus,49.07656,-121.659372,2022
Ariolimax columbianus,49.759895,-124.308876,2013
Ariolimax columbianus,40.87457,-124.065544,2022
Ariolimax columbianus,46.32852,-124.026307,2022
Ariolimax columbianus,48.894967,-123.554772,2022
Ariolimax columbianus,44.642755,-124.060232,2022
Ariolimax columbianus,49.375912,-123.033691,2022
Ariolimax columbianus,47.650426,-124.38848,2022
Ariolimax columbianus,46.328735,-124.026191,2022
Ariolimax columbianus,40.877755,-124.068344,2022
Ariolimax columbianus,43.47335,-123.479055,2022
Ariolimax columbianus,49.233307,-125.593471,2022
Ariolimax columbianus,49.286626,-122.494827,2022
Ariolimax columbianus,51.684067,-128.124557,2022
Ariolimax columbianus,46.869301,-124.04961,2022
Ariolimax columbianus,48.826004,-124.026855,2022
Ariolimax columbianus,51.664501,-128.134232,2022
Ariolimax columbianus,45.517957,-122.714642,2022
Ariolimax columbianus,46.327968,-124.026917,2022
Ariolimax columbianus,46.36627,-124.014522,2022
Ariolimax columbianus,46.328098,-124.026743,2022
Ariolimax columbianus,49.290756,-124.663643,2022
Ariolimax columbianus,48.531085,-124.447722,2022
Ariolimax columbianus,48.947661,-125.581168,2022
Ariolimax columbianus,49.291054,-124.662567,2022
Ariolimax columbianus,48.5369,-123.369172,2022
Ariolimax columbianus,49.305338,-123.141253,2021
Ariolimax columbianus,48.49334,-124.293853,2022
Ariolimax columbianus,49.220297,-122.352079,2022
Ariolimax columbianus,45.933425,-123.981083,2019
Ariolimax columbianus,46.867312,-124.049914,2022
Ariolimax columbianus,47.502974,-122.112038,2018
Ariolimax columbianus,49.203247,-125.084328,2022
Ariolimax columbianus,49.186779,-125.082718,2022
Ariolimax columbianus,52.30825,-128.351602,2022
Ariolimax columbianus,51.619709,-127.933807,2022
Ariolimax columbianus,48.746605,-124.926412,2022
Ariolimax columbianus,46.327769,-124.026775,2022
Ariolimax columbianus,46.328025,-124.027095,2022
Ariolimax columbianus,46.329623,-124.025684,2022
Ariolimax columbianus,49.29081,-124.664131,2022
Ariolimax columbianus,46.3282,-124.026707,2022
Ariolimax columbianus,45.498217,-123.955149,2022
Ariolimax columbianus,49.186779,-125.082718,2022
Ariolimax columbianus,49.187553,-125.082672,2022
Ariolimax columbianus,41.136622,-124.148819,2022
Ariolimax columbianus,44.574313,-123.353308,2022
Ariolimax columbianus,49.186317,-125.078659,2022
Ariolimax columbianus,46.328017,-124.026906,2022
Ariolimax columbianus,46.328959,-124.026034,2022
Ariolimax columbianus,46.329524,-124.025424,2022
Ariolimax columbianus,46.327534,-124.026801,2022
Ariolimax columbianus,40.791503,-124.017953,2018
Ariolimax columbianus,49.187473,-125.077316,2022
Ariolimax columbianus,46.328094,-124.026726,2022
Ariolimax columbianus,46.327751,-124.026694,2022
Ariolimax columbianus,46.327769,-124.026775,2022
Ariolimax columbianus,44.691138,-121.987472,2022
Ariolimax columbianus,40.878872,-124.053597,2022
Ariolimax columbianus,49.186779,-125.082718,2022
Ariolimax columbianus,48.494966,-123.334088,2022
Ariolimax columbianus,45.446208,-122.681542,2022
Ariolimax columbianus,46.328584,-124.026134,2022
Ariolimax columbianus,45.587975,-122.79283,2022
Ariolimax columbianus,49.203575,-125.084953,2022
Ariolimax columbianus,46.327769,-124.026775,2022
Ariolimax columbianus,49.190384,-125.080444,2022
Ariolimax columbianus,49.201786,-125.085487,2022
Ariolimax columbianus,46.327766,-124.02677,2022
Ariolimax columbianus,46.328041,-124.02688,2022
Ariolimax columbianus,47.176689,-124.194815,2022
Ariolimax columbianus,48.648833,-124.454825,2022
Ariolimax columbianus,41.402808,-124.06205,2022
Ariolimax columbianus,49.005019,-125.65347,2022
Ariolimax columbianus,47.512097,-122.088936,2022
Ariolimax columbianus,48.118146,-123.430741,2022
Ariolimax columbianus,40.877218,-124.072677,2022
Ariolimax columbianus,46.329522,-124.025336,2022
Ariolimax columbianus,47.159,-122.283913,2022
Ariolimax columbianus,46.327888,-124.026533,2022
Ariolimax columbianus,40.870815,-124.076824,2022
Ariolimax columbianus,48.095131,-124.272737,2022
Ariolimax columbianus,40.96915,-124.051247,2022
Ariolimax columbianus,40.876886,-124.072455,2022
Ariolimax columbianus,45.513467,-122.395088,2022
Ariolimax columbianus,49.004514,-125.651222,2022
Ariolimax columbianus,49.470184,-123.226359,2022
Ariolimax columbianus,45.542329,-122.737598,2022
Ariolimax columbianus,49.866394,-126.091324,2022
Ariolimax columbianus,47.73233,-123.236122,2022
Ariolimax columbianus,47.857657,-122.325111,2022
Ariolimax columbianus,46.165225,-123.9563,2022
Ariolimax columbianus,49.004961,-125.653969,2022
Ariolimax columbianus,41.141756,-124.158049,2022
Ariolimax columbianus,40.889264,-124.073279,2022
Ariolimax columbianus,41.372997,-124.013742,2022
Ariolimax columbianus,45.51591,-122.719018,2022
Ariolimax columbianus,40.877312,-124.073714,2022
Ariolimax columbianus,46.329689,-124.025679,2022
Ariolimax columbianus,48.05265,-123.790225,2022
Ariolimax columbianus,41.277295,-124.03025,2022
Ariolimax columbianus,44.650555,-123.421408,2022
Ariolimax columbianus,49.245998,-122.930336,2022
Ariolimax columbianus,46.327962,-124.02827,2022
Ariolimax columbianus,45.599475,-122.395587,2022
Ariolimax columbianus,40.876745,-124.072258,2022
Ariolimax columbianus,47.176611,-124.194796,2022
Ariolimax columbianus,40.877577,-124.074616,2022
Ariolimax columbianus,48.112797,-124.254762,2022
Ariolimax columbianus,48.700924,-124.612968,2022
Ariolimax columbianus,40.042836,-124.075339,2022
Ariolimax columbianus,40.877344,-124.074409,2022
Ariolimax columbianus,44.246772,-122.144056,2022
Ariolimax columbianus,52.023907,-127.6306,2022
Ariolimax columbianus,48.618708,-124.438483,2022
Ariolimax columbianus,41.44113,-124.059539,2022
Ariolimax columbianus,52.378757,-127.4711,2022
Ariolimax columbianus,52.023949,-127.62973,2022
Ariolimax columbianus,49.390347,-123.043403,2022
Ariolimax columbianus,49.254087,-123.222664,2022
Ariolimax columbianus,41.065883,-124.149894,2022
Ariolimax columbianus,46.327431,-124.026213,2022
Ariolimax columbianus,45.003723,-123.164169,2022
Ariolimax columbianus,47.370043,-122.979892,2022
Ariolimax columbianus,49.145706,-125.902958,2022
Ariolimax columbianus,47.159164,-122.283805,2022
Ariolimax columbianus,46.328036,-124.026904,2022
Ariolimax columbianus,50.04348,-125.331543,2022
Ariolimax columbianus,51.654398,-128.131792,2022
Ariolimax columbianus,49.044113,-125.682735,2022
Ariolimax columbianus,49.274619,-123.239036,2022
Ariolimax columbianus,41.77577,-124.101142,2022
Ariolimax columbianus,40.87548,-124.074311,2022
Ariolimax columbianus,45.685428,-121.77922,2022
Ariolimax columbianus,48.092315,-123.431026,2022
Ariolimax columbianus,44.29167,-124.10345,2022
Ariolimax columbianus,45.516467,-122.715295,2022
Ariolimax columbianus,46.327561,-124.026718,2022
Ariolimax columbianus,45.546658,-122.737062,2022
Ariolimax columbianus,48.493778,-123.345628,2022
Ariolimax columbianus,48.021989,-123.937888,2022
Ariolimax columbianus,41.054167,-124.150555,2019
