species,decimalLatitude,decimalLongitude,year
Ariolimax dolichophallus,37.018865,-121.905914,2022
Ariolimax dolichophallus,37.031525,-122.056175,2022
Ariolimax dolichophallus,37.001595,-122.035642,2018
Ariolimax dolichophallus,36.991713,-122.063133,2022
Ariolimax dolichophallus,37.086125,-122.060099,2022
Ariolimax dolichophallus,37.046903,-122.126153,2022
Ariolimax dolichophallus,37.039883,-122.064007,2022
Ariolimax dolichophallus,37.050976,-122.006613,2022
Ariolimax dolichophallus,37.030242,-122.054183,2022
Ariolimax dolichophallus,37.031425,-122.060019,2022
Ariolimax dolichophallus,37.03082,-122.06015,2022
Ariolimax dolichophallus,37.044387,-122.066713,2022
Ariolimax dolichophallus,37.020611,-122.046639,2022
Ariolimax dolichophallus,37.024897,-122.05503,2022
Ariolimax dolichophallus,36.990562,-121.906608,2022
Ariolimax dolichophallus,37.031539,-122.060447,2022
Ariolimax dolichophallus,37.030881,-122.059555,2022
Ariolimax dolichophallus,37.030906,-122.059355,2022
Ariolimax dolichophallus,37.030781,-122.0587,2022
Ariolimax dolichophallus,37.036592,-122.059494,2022
Ariolimax dolichophallus,37.041325,-122.067386,2022
Ariolimax dolichophallus,37.051839,-122.086656,2022
Ariolimax dolichophallus,37.078052,-122.087247,2022
Ariolimax dolichophallus,37.031486,-122.059739,2022
Ariolimax dolichophallus,36.997622,-122.056183,2022
Ariolimax dolichophallus,37.03122,-122.059655,2022
Ariolimax dolichophallus,37.031014,-122.059303,2022
Ariolimax dolichophallus,37.03162,-122.059669,2022
Ariolimax dolichophallus,37.030875,-122.059044,2022
Ariolimax dolichophallus,37.088484,-122.067074,2022
Ariolimax dolichophallus,36.986538,-121.907105,2022
Ariolimax dolichophallus,37.060742,-122.093925,2022
Ariolimax dolichophallus,36.999658,-121.906528,2022
Ariolimax dolichophallus,36.990428,-121.906937,2022
Ariolimax dolichophallus,37.05645,-122.092536,2022
Ariolimax dolichophallus,37.05265,-122.088775,2022
Ariolimax dolichophallus,36.99485,-121.920045,2022
Ariolimax dolichophallus,37.001828,-122.060286,2022
Ariolimax dolichophallus,37.000492,-122.059997,2022
Ariolimax dolichophallus,37.024895,-121.903105,2022
Ariolimax dolichophallus,37.038975,-122.062911,2022
Ariolimax dolichophallus,37.032464,-122.05655,2022
Ariolimax dolichophallus,37.040981,-122.067271,2022
Ariolimax dolichophallus,37.053406,-122.090172,2022
Ariolimax dolichophallus,37.032333,-122.056336,2022
Ariolimax dolichophallus,37.02082,-122.046617,2022
Ariolimax dolichophallus,36.982537,-122.071939,2022
Ariolimax dolichophallus,37.003617,-121.998856,2022
Ariolimax dolichophallus,37.088385,-122.067281,2022
Ariolimax dolichophallus,37.013973,-122.054712,2022
Ariolimax dolichophallus,36.98327,-121.90441,2021
Ariolimax dolichophallus,37.084828,-121.906058,2022
Ariolimax dolichophallus,37.036689,-122.059403,2022
Ariolimax dolichophallus,36.999541,-122.065174,2021
Ariolimax dolichophallus,37.012664,-122.051288,2022
Ariolimax dolichophallus,36.996114,-122.064008,2021
Ariolimax dolichophallus,37.032117,-121.903945,2021
Ariolimax dolichophallus,36.998567,-121.909583,2021
Ariolimax dolichophallus,36.990647,-121.907714,2021
Ariolimax dolichophallus,37.00566,-121.999205,2021
Ariolimax dolichophallus,36.98722,-121.909195,2021
Ariolimax dolichophallus,37.027225,-121.903192,2021
Ariolimax dolichophallus,37.036033,-122.060058,2022
Ariolimax dolichophallus,37.055748,-122.079627,2021
Ariolimax dolichophallus,37.030538,-122.040207,2022
Ariolimax dolichophallus,36.998357,-121.914072,2021
Ariolimax dolichophallus,37.035553,-121.905563,2021
Ariolimax dolichophallus,36.991603,-121.987503,2022
Ariolimax dolichophallus,37.032422,-122.049461,2021
Ariolimax dolichophallus,37.077581,-122.138489,2021
Ariolimax dolichophallus,37.049596,-122.083236,2021
Ariolimax dolichophallus,37.033183,-122.048575,2022
Ariolimax dolichophallus,37.0323,-122.056372,2022
Ariolimax dolichophallus,37.009639,-121.91023,2021
Ariolimax dolichophallus,37.03107,-122.054867,2021
Ariolimax dolichophallus,37.0512,-122.053385,2021
Ariolimax dolichophallus,37.000043,-121.906473,2022
Ariolimax dolichophallus,37.036267,-121.91413,2021
Ariolimax dolichophallus,37.02855,-122.051064,2022
Ariolimax dolichophallus,37.051815,-122.09253,2021
Ariolimax dolichophallus,36.997415,-122.043244,2022
Ariolimax dolichophallus,37.03077,-122.058953,2021
Ariolimax dolichophallus,37.030114,-122.055978,2021
Ariolimax dolichophallus,36.987488,-121.909112,2021
Ariolimax dolichophallus,37.036922,-122.059158,2022
Ariolimax dolichophallus,37.002706,-121.906242,2021
Ariolimax dolichophallus,37.037689,-122.062905,2021
Ariolimax dolichophallus,37.035956,-122.059052,2021
Ariolimax dolichophallus,37.010458,-121.91148,2021
Ariolimax dolichophallus,37.036789,-121.906983,2021
Ariolimax dolichophallus,37.037319,-122.059897,2019
Ariolimax dolichophallus,37.038442,-122.061028,2021
Ariolimax dolichophallus,36.996931,-121.906669,2021
Ariolimax dolichophallus,37.036556,-122.05935,2021
Ariolimax dolichophallus,36.972113,-122.069263,2021
Ariolimax dolichophallus,37.03735,-122.061158,2021
Ariolimax dolichophallus,37.000072,-122.0485,2021
Ariolimax dolichophallus,36.999116,-121.906761,2021
Ariolimax dolichophallus,37.049442,-122.056756,2021
Ariolimax dolichophallus,36.984113,-121.874103,2021
Ariolimax dolichophallus,37.01752,-121.905347,2021
Ariolimax dolichophallus,37.036087,-122.061802,2021
Ariolimax dolichophallus,37.049442,-122.056756,2021
Ariolimax dolichophallus,37.036553,-122.059503,2021
Ariolimax dolichophallus,37.049442,-122.056756,2021
Ariolimax dolichophallus,37.049596,-122.083236,2021
Ariolimax dolichophallus,36.989697,-122.011292,2021
Ariolimax dolichophallus,36.991978,-121.987625,2021
Ariolimax dolichophallus,37.050547,-122.083122,2021
Ariolimax dolichophallus,37.049596,-122.083236,2021
Ariolimax dolichophallus,37.049442,-122.056756,2021
Ariolimax dolichophallus,37.049596,-122.083236,2021
Ariolimax dolichophallus,37.030772,-122.049897,2021
Ariolimax dolichophallus,37.031742,-122.055633,2021
Ariolimax dolichophallus,37.032303,-122.049255,2021
Ariolimax dolichophallus,36.998887,-122.004607,2021
Ariolimax dolichophallus,36.995256,-122.06406,2021
Ariolimax dolichophallus,37.052835,-122.053067,2021
Ariolimax dolichophallus,37.018008,-122.055594,2021
Ariolimax dolichophallus,37.020928,-122.046722,2021
Ariolimax dolichophallus,37.051675,-122.08396,2021
Ariolimax dolichophallus,37.053176,-122.053534,2021
Ariolimax dolichophallus,37.078306,-121.91555,2021
Ariolimax dolichophallus,37.001,-122.053422,2020
Ariolimax dolichophallus,36.997364,-122.045508,2021
Ariolimax dolichophallus,37.083022,-121.908028,2021
Ariolimax dolichophallus,37.051345,-122.084489,2021
Ariolimax dolichophallus,37.046061,-122.12735,2018
Ariolimax dolichophallus,36.991518,-122.005516,2021
Ariolimax dolichophallus,36.983341,-121.876291,2021
Ariolimax dolichophallus,37.053293,-122.089081,2021
Ariolimax dolichophallus,37.117472,-122.120286,2019
Ariolimax dolichophallus,37.027245,-121.90345,2021
Ariolimax dolichophallus,37.054684,-122.091143,2021
Ariolimax dolichophallus,37.020172,-122.087814,2021
Ariolimax dolichophallus,37.039151,-122.062547,2017
Ariolimax dolichophallus,37.049271,-122.052764,2021
Ariolimax dolichophallus,36.991938,-121.98758,2021
Ariolimax dolichophallus,36.996949,-122.006223,2021
Ariolimax dolichophallus,37.036258,-122.060525,2021
Ariolimax dolichophallus,37.038184,-122.060679,2021
Ariolimax dolichophallus,37.045222,-121.904028,2021
Ariolimax dolichophallus,37.017102,-121.9055,2021
Ariolimax dolichophallus,37.061419,-122.094237,2021
Ariolimax dolichophallus,37.047392,-121.894097,2021
Ariolimax dolichophallus,37.059208,-122.093438,2021
Ariolimax dolichophallus,36.994342,-121.997488,2021
Ariolimax dolichophallus,37.04999,-122.083378,2007
Ariolimax dolichophallus,37.059198,-122.09339,2021
Ariolimax dolichophallus,37.072886,-122.138558,2021
Ariolimax dolichophallus,37.047436,-121.894036,2021
Ariolimax dolichophallus,37.045416,-121.89795,2021
Ariolimax dolichophallus,37.045923,-121.897252,2021
Ariolimax dolichophallus,37.041333,-122.067211,2021
Ariolimax dolichophallus,37.001148,-122.049735,2021
Ariolimax dolichophallus,36.997823,-122.001831,2021
Ariolimax dolichophallus,36.999591,-121.999728,2021
Ariolimax dolichophallus,37.000174,-122.000205,2021
Ariolimax dolichophallus,36.999359,-122.00125,2021
Ariolimax dolichophallus,36.999812,-121.999706,2021
Ariolimax dolichophallus,37.03157,-122.059708,2021
Ariolimax dolichophallus,36.998487,-122.063081,2021
Ariolimax dolichophallus,36.993234,-121.997924,2021
Ariolimax dolichophallus,37.005967,-122.049872,2021
Ariolimax dolichophallus,37.043802,-122.063169,2021
Ariolimax dolichophallus,37.132466,-122.103265,2021
Ariolimax dolichophallus,36.984045,-121.90538,2021
Ariolimax dolichophallus,36.98489,-122.040388,2021
Ariolimax dolichophallus,37.105887,-122.051383,2021
Ariolimax dolichophallus,37.088706,-121.880314,2021
Ariolimax dolichophallus,37.015609,-122.053841,2011
Ariolimax dolichophallus,36.998114,-122.003882,2021
Ariolimax dolichophallus,36.998402,-122.002989,2021
Ariolimax dolichophallus,37.014525,-122.055896,2021
Ariolimax dolichophallus,36.998229,-122.003057,2021
Ariolimax dolichophallus,37.013004,-122.052669,2021
Ariolimax dolichophallus,36.999908,-122.068245,2021
Ariolimax dolichophallus,36.998366,-122.003666,2021
Ariolimax dolichophallus,37.097713,-122.123675,2021
Ariolimax dolichophallus,36.998272,-122.004145,2021
Ariolimax dolichophallus,36.997578,-122.004541,2021
Ariolimax dolichophallus,36.998641,-122.002565,2021
Ariolimax dolichophallus,36.998683,-122.064378,2021
Ariolimax dolichophallus,36.997803,-122.063125,2021
Ariolimax dolichophallus,36.997493,-122.007353,2021
Ariolimax dolichophallus,37.014061,-122.050144,2021
Ariolimax dolichophallus,36.998346,-122.003466,2021
Ariolimax dolichophallus,36.998172,-122.063675,2021
Ariolimax dolichophallus,37.017864,-122.062194,2021
Ariolimax dolichophallus,37.088499,-122.066965,2021
Ariolimax dolichophallus,37.014181,-122.03813,2021
Ariolimax dolichophallus,36.98075,-122.071892,2021
Ariolimax dolichophallus,37.013908,-122.05011,2021
Ariolimax dolichophallus,37.015858,-122.002014,2021
Ariolimax dolichophallus,36.997035,-122.006233,2021
Ariolimax dolichophallus,36.99698,-122.006236,2021
Ariolimax dolichophallus,36.998207,-122.003581,2021
Ariolimax dolichophallus,36.99716,-122.006009,2021
Ariolimax dolichophallus,36.997116,-122.005288,2021
Ariolimax dolichophallus,36.997399,-122.006762,2021
Ariolimax dolichophallus,36.99704,-122.006342,2021
Ariolimax dolichophallus,36.997795,-122.063194,2021
Ariolimax dolichophallus,37.007368,-122.070293,2021
Ariolimax dolichophallus,37.007665,-122.069826,2021
Ariolimax dolichophallus,37.004933,-121.90626,2021
Ariolimax dolichophallus,37.007495,-122.070258,2021
Ariolimax dolichophallus,37.001823,-121.906225,2021
Ariolimax dolichophallus,37.01472,-121.90551,2021
Ariolimax dolichophallus,36.997513,-122.063719,2021
Ariolimax dolichophallus,37.000273,-122.000532,2021
Ariolimax dolichophallus,36.998363,-122.063492,2021
Ariolimax dolichophallus,36.999311,-122.000108,2021
Ariolimax dolichophallus,37.030552,-122.050703,2021
Ariolimax dolichophallus,36.999273,-122.063226,2021
Ariolimax dolichophallus,37.041099,-122.067728,2006
Ariolimax dolichophallus,36.991825,-121.988563,2021
Ariolimax dolichophallus,36.998371,-122.002738,2021
Ariolimax dolichophallus,36.997453,-122.002573,2021
Ariolimax dolichophallus,37.037406,-122.061828,2019
Ariolimax dolichophallus,37.062166,-122.094662,2021
Ariolimax dolichophallus,36.993458,-121.906997,2021
Ariolimax dolichophallus,36.987505,-121.909622,2021
Ariolimax dolichophallus,37.031728,-122.05745,2021
Ariolimax dolichophallus,37.050453,-122.083365,2021
Ariolimax dolichophallus,37.057335,-122.092754,2021
Ariolimax dolichophallus,36.997704,-122.049643,2021
Ariolimax dolichophallus,37.016863,-122.036279,2021
Ariolimax dolichophallus,37.05742,-122.092632,2021
Ariolimax dolichophallus,37.053683,-122.090201,2021
Ariolimax dolichophallus,37.010832,-122.073069,2021
Ariolimax dolichophallus,37.06311,-122.095714,2021
Ariolimax dolichophallus,36.999201,-122.001409,2021
Ariolimax dolichophallus,36.997295,-122.005391,2021
Ariolimax dolichophallus,37.051908,-122.086762,2021
Ariolimax dolichophallus,36.997067,-122.008804,2021
Ariolimax dolichophallus,37.017363,-122.036542,2021
Ariolimax dolichophallus,36.998318,-122.001224,2021
Ariolimax dolichophallus,37.015958,-122.036336,2021
Ariolimax dolichophallus,36.997147,-122.006692,2021
Ariolimax dolichophallus,37.051008,-122.08527,2021
Ariolimax dolichophallus,36.993069,-122.049176,2021
Ariolimax dolichophallus,37.000027,-122.00063,2021
Ariolimax dolichophallus,36.99591,-122.009149,2021
Ariolimax dolichophallus,36.998694,-122.04865,2021
Ariolimax dolichophallus,36.996342,-122.048568,2021
Ariolimax dolichophallus,36.998992,-122.001625,2021
Ariolimax dolichophallus,36.997292,-122.006799,2021
Ariolimax dolichophallus,37.01576,-122.037189,2021
Ariolimax dolichophallus,36.996012,-122.009133,2021
Ariolimax dolichophallus,36.996991,-122.006254,2021
Ariolimax dolichophallus,36.992785,-122.048871,2021
Ariolimax dolichophallus,36.995859,-122.009173,2021
Ariolimax dolichophallus,36.992685,-122.048744,2021
Ariolimax dolichophallus,37.000086,-122.000528,2021
Ariolimax dolichophallus,37.00025,-122.048578,2021
Ariolimax dolichophallus,37.053302,-122.089574,2021
Ariolimax dolichophallus,36.997112,-122.048703,2021
Ariolimax dolichophallus,37.053913,-122.081686,2021
Ariolimax dolichophallus,36.996931,-122.00602,2021
Ariolimax dolichophallus,36.999134,-122.001513,2021
Ariolimax dolichophallus,37.055806,-122.091909,2021
Ariolimax dolichophallus,37.036693,-122.059432,2021
Ariolimax dolichophallus,36.995761,-122.009222,2021
Ariolimax dolichophallus,36.996086,-122.009242,2021
Ariolimax dolichophallus,36.997187,-122.006727,2021
Ariolimax dolichophallus,36.995964,-122.009177,2021
Ariolimax dolichophallus,37.050964,-122.085078,2021
Ariolimax dolichophallus,36.997412,-122.005225,2021
Ariolimax dolichophallus,36.997273,-122.005394,2021
Ariolimax dolichophallus,37.001785,-122.063995,2021
Ariolimax dolichophallus,36.995686,-122.010046,2021
Ariolimax dolichophallus,37.015807,-122.037126,2021
Ariolimax dolichophallus,37.017756,-122.037725,2021
Ariolimax dolichophallus,36.995895,-122.009205,2021
Ariolimax dolichophallus,36.995158,-122.04858,2021
Ariolimax dolichophallus,37.00011,-122.000488,2021
Ariolimax dolichophallus,37.002056,-122.066471,2021
Ariolimax dolichophallus,36.997598,-122.004669,2021
Ariolimax dolichophallus,36.995307,-122.010278,2021
Ariolimax dolichophallus,37.05101,-122.084767,2021
Ariolimax dolichophallus,37.127607,-122.121777,2021
Ariolimax dolichophallus,37.030814,-122.058442,2021
Ariolimax dolichophallus,37.058583,-122.09578,2021
Ariolimax dolichophallus,37.03003,-121.927925,2021
Ariolimax dolichophallus,37.022854,-122.04901,2021
Ariolimax dolichophallus,37.030942,-122.059058,2021
Ariolimax dolichophallus,37.031739,-122.059075,2021
Ariolimax dolichophallus,37.000365,-122.048601,2021
Ariolimax dolichophallus,36.997161,-122.048596,2021
Ariolimax dolichophallus,36.998836,-122.04849,2021
Ariolimax dolichophallus,36.989256,-122.109511,2021
Ariolimax dolichophallus,37.018963,-121.905041,2021
Ariolimax dolichophallus,37.00028,-122.048596,2021
Ariolimax dolichophallus,36.999097,-122.001611,2021
Ariolimax dolichophallus,37.009671,-121.90643,2021
Ariolimax dolichophallus,36.997161,-122.048474,2021
Ariolimax dolichophallus,37.005779,-121.906842,2021
Ariolimax dolichophallus,36.997108,-122.048603,2021
Ariolimax dolichophallus,36.997424,-121.995703,2020
Ariolimax dolichophallus,37.031189,-122.059158,2021
Ariolimax dolichophallus,37.000294,-122.048571,2021
Ariolimax dolichophallus,36.996373,-122.068879,2021
Ariolimax dolichophallus,37.017281,-122.003053,2021
Ariolimax dolichophallus,36.998172,-121.991753,2021
Ariolimax dolichophallus,36.997395,-121.907897,2021
Ariolimax dolichophallus,36.997172,-122.001397,2020
Ariolimax dolichophallus,37.00831,-121.979415,2021
Ariolimax dolichophallus,37.138082,-121.981459,2013
Ariolimax dolichophallus,37.051045,-122.084922,2021
Ariolimax dolichophallus,37.007089,-122.050043,2021
Ariolimax dolichophallus,36.9964,-121.999092,2021
Ariolimax dolichophallus,37.049819,-122.060489,2021
Ariolimax dolichophallus,36.992387,-122.06295,2021
Ariolimax dolichophallus,37.00781,-121.97659,2021
Ariolimax dolichophallus,36.996959,-122.00615,2021
Ariolimax dolichophallus,36.996128,-121.907158,2019
Ariolimax dolichophallus,37.006231,-121.981704,2021
Ariolimax dolichophallus,37.007687,-121.979987,2021
Ariolimax dolichophallus,36.994713,-121.920363,2021
Ariolimax dolichophallus,36.992878,-121.921058,2021
Ariolimax dolichophallus,37.008788,-121.978913,2021
Ariolimax dolichophallus,37.007646,-121.976781,2021
Ariolimax dolichophallus,37.088716,-122.0667,2021
Ariolimax dolichophallus,37.017697,-122.037719,2021
Ariolimax dolichophallus,37.042427,-122.060788,2021
Ariolimax dolichophallus,36.996248,-122.068789,2021
Ariolimax dolichophallus,37.088242,-122.0663,2021
Ariolimax dolichophallus,37.000416,-121.905651,2021
Ariolimax dolichophallus,36.998302,-122.001802,2021
Ariolimax dolichophallus,36.998768,-122.062318,2021
Ariolimax dolichophallus,36.99836,-122.001951,2021
Ariolimax dolichophallus,37.013919,-121.935608,2021
Ariolimax dolichophallus,37.01912,-122.078033,2021
Ariolimax dolichophallus,37.015858,-122.037317,2021
Ariolimax dolichophallus,37.058387,-122.096151,2021
Ariolimax dolichophallus,37.017503,-122.037528,2021
Ariolimax dolichophallus,37.018754,-121.904746,2018
Ariolimax dolichophallus,36.999278,-122.062967,2021
Ariolimax dolichophallus,36.989913,-121.906953,2021
Ariolimax dolichophallus,37.001197,-121.906075,2021
